turntable_feature_id,manufacturer,model_name,feature_kind,feature_text,status,confidence,feature_notes,source_name,source_url,source_type,trust_level,local_snapshot_path
39,Clearaudio,Innovation,summary,"Reference-line belt-drive turntable with optical speed control, high-torque decoupled DC motor, 70 mm high-density acrylic platter, ceramic magnetic bearing, and optional second tonearm capability.",parsed,0.97,Official product summary.,Clearaudio Innovation official page,https://www.clearaudio.de/en/products/turntables-innovation.php,official_website,official,
40,Clearaudio,Innovation,technical,"Clearaudio lists real-time optical speed control via infrared sensor, a 24V high-torque DC belt-drive motor, inverted lower drive bearing with CMB ceramic magnetic bearing in the main platter assembly, 33⅓/45/78 RPM support, and approximate weight of 24 kg.",parsed,0.97,Official technical digest.,Clearaudio Innovation official page,https://www.clearaudio.de/en/products/turntables-innovation.php,official_website,official,
71,Clearaudio,Ovation,summary,"Performance-line Clearaudio turntable with timeless minimalist design, sandwich chassis construction, optical speed control heritage, and a resonance-damped platter-and-bearing system.",parsed,0.93,Official page summary using product-page text returned by official search snippet.,Clearaudio Ovation official page,https://www.clearaudio.de/en/products/turntables-ovation.php,official_website,official,
72,Clearaudio,Ovation,technical,"Clearaudio states the Ovation uses a precision-machined aluminium-and-panzerholz chassis with 100,000 embedded metal balls for resonance control, a 40 mm resonancedamping platter, and optical speed-control technology derived from higher-tier designs.",parsed,0.92,Official technical digest based on official page snippet.,Clearaudio Ovation official page,https://www.clearaudio.de/en/products/turntables-ovation.php,official_website,official,
49,Denon,DP-3000NE,summary,"Flagship Denon direct-drive hi-fi turntable with solid construction, S-shaped tonearm, dark ebony veneer, and manual operation.",parsed,0.97,Official product summary.,Denon DP-3000NE official page,https://www.denon.com/en-us/product/turntables/dp-3000ne/300768.html,official_website,official,
50,Denon,DP-3000NE,drive_and_tonearm,"Denon highlights a direct-drive motor with stable speed at 33⅓, 45, and 78 RPM, SV-PWM motor control, and a carefully engineered S-shaped tonearm with 9 mm vertical height adjustment and compatibility with a wide variety of MM and MC cartridges.",parsed,0.96,Official feature digest.,Denon DP-3000NE official page,https://www.denon.com/en-us/product/turntables/dp-3000ne/300768.html,official_website,official,
43,Dr. Feickert,Blackbird,summary,"High-end belt-drive turntable developed as a larger, two-tonearm-capable evolution of the Woodpecker, with dual-motor drive and integrated cartridge protractor.",parsed,0.97,Official product summary.,Feickert Blackbird official page,https://www.feickert.de/en/products/blackbird.html,official_website,official,
44,Dr. Feickert,Blackbird,technical,"Feickert specifies a belt-drive platform with two motors in master-slave control, quick-release system for two tonearms, integrated alignment protractor, 530 × 420 × 150 mm dimensions, and 22 kg weight without tonearm.",parsed,0.96,Official technical digest.,Feickert Blackbird official page,https://www.feickert.de/en/products/blackbird.html,official_website,official,
51,Dual,CS 618Q,summary,"Traditional manual direct-drive turntable with quartz-stabilized motor, automatic lift and stop function, twin-gimbal precision tonearm, and factory-fitted Ortofon 2M Blue cartridge.",parsed,0.97,Official product summary.,Dual CS 618Q official page,https://dual.de/en/products/manual/cs-618q/,official_website,official,
52,Dual,CS 618Q,technical,"Dual specifies quartz-stabilized 33/45/78 direct drive with coreless inductors, aluminium die-cast platter, heavy rubber mat, solid aluminium gimbal construction, interchangeable headshell, and elastomer vibration absorbers inside the feet.",parsed,0.96,Official technical digest.,Dual CS 618Q official page,https://dual.de/en/products/manual/cs-618q/,official_website,official,
41,Garrard,301,historical_significance,Garrard states that the Model 301 launched in 1954 as its transcription turntable for the serious HiFi market and became an icon of turntable design and performance.,parsed,0.95,Official historical summary.,Garrard heritage page,https://www.garrardturntables.co.uk/heritage/,official_website,official,
42,Garrard,301,summary,"Current official Garrard 301 Classic page describes the Model 301 transcription motor as supreme in its class, with heavy accurately balanced platter, fine speed control for 33⅓, 45 and 78 RPM, rim drive, die-cast aluminium chassis, and spring-suspended induction motor.",parsed,0.94,Official current-brand revival summary anchored to original 301 lineage.,Garrard 301 Classic official page,https://www.garrardturntables.co.uk/301-classic/,official_website,official,
19,Gold Note,Mediterraneo,summary,"Italian high-end belt-drive turntable built around a curved catenary plinth, walnut chassis, acrylic and stainless reinforcement layers, and integrated Gold Note B-7 Ceramic tonearm.",parsed,0.96,Official product summary.,Gold Note Mediterraneo official page,https://www.goldnote.it/turntables/mediterraneo/,official_website,official,
20,Gold Note,Mediterraneo,drive_system,"Gold Note specifies a 45 mm high-density POM platter, EPDM belt transmission, high-torque 12V synchronous motor, bronze bearing system, and electronic speed control with fine pitch adjustment.",parsed,0.95,Official engineering digest.,Gold Note Mediterraneo official page,https://www.goldnote.it/turntables/mediterraneo/,official_website,official,
27,Goldmund,Reference,summary,"Goldmund identifies the Reference as its 1982 state-of-the-art vinyl record turntable and foundation-stone product, built around T3 tonearm technology.",parsed,0.93,Official historical summary.,Goldmund Reference turntable official history page,https://goldmund.com/reference-turntable-dvdplayer/,official_website,official,
28,Goldmund,Reference,historical_significance,Goldmund states the Reference was presented at CES and that the Goldmund Studio Turntable LP was selected by The Absolute Sound in 1983 as one of the 12 analog components that shook the audio world.,parsed,0.9,Official lineage and significance summary.,Goldmund Reference turntable official history page,https://goldmund.com/reference-turntable-dvdplayer/,official_website,official,
9,Kuzma,Stabi R,summary,"Compact high-end turntable platform built around a solid aluminium base with internal power supply and extensive arm-mounting flexibility, offered in multiple arm-board and finish configurations.",parsed,0.88,Official product-page summary with exact model identification.,Kuzma Stabi R official page,https://www.kuzma.si/stabi-r.3.html,official_website,official,
10,Kuzma,Stabi R,drive_and_platter,Kuzma describes the Stabi R as using a DC motor with proprietary non-flexible belt drive and a constrained three-layer aluminium-acrylic-aluminium platter intended to minimise vibration and maximise damping.,parsed,0.93,Official descriptive summary from Kuzma site.,Kuzma Stabi R official site description,https://www.kuzma.si/stabi-r-world-premiere-munchen-2018.html,official_website,official,
69,Linn,Selekt LP12,summary,"Elite pre-configured Sondek LP12 package positioned between Majik LP12 and Klimax LP12, designed to combine strong musical performance with future upgradeability.",parsed,0.95,Official product summary.,Linn Selekt LP12 official page,https://www.linn.co.uk/turntables/selekt-lp12,official_website,official,
70,Linn,Selekt LP12,platform,"Linn describes Selekt LP12 as an upper-echelon component package within the modular Sondek LP12 platform, with selectable plinth finishes and a clear path for later performance upgrades.",parsed,0.94,Official platform digest.,Linn Selekt LP12 official page,https://www.linn.co.uk/turntables/selekt-lp12,official_website,official,
7,Linn,Sondek LP12 Klimax,summary,Linn presents Klimax LP12 as the ultimate pre-configured expression of the modular Sondek LP12 platform within the current three-tier LP12 lineup.,parsed,0.9,Official lineup summary; exact target name normalized to seed order.,Linn turntables page,https://www.linn.co.uk/turntables,official_website,official,
8,Linn,Sondek LP12 Klimax,platform,"The official Linn turntables page describes Sondek LP12 as a modular, upgradeable turntable architecture with more than five decades of development and over fifty retrofittable upgrades.",parsed,0.91,Official platform description.,Linn turntables page,https://www.linn.co.uk/turntables,official_website,official,
29,Michell,GyroDec,summary,"Long-running suspended reference turntable platform evolved from the classic Michell GyroDec concept, now reworked with a new chassis, revised suspension, and upgraded motor and PSU architecture.",parsed,0.88,Official current-lineup summary mapped to seeded GyroDec target.,Michell Gyro official page,https://www.michellaudio.com/michell-gyro-reference-turntable,official_website,official,
30,Michell,GyroDec,construction,"Michell highlights a 19 mm aerospace-grade aluminium chassis, embedded brass weights, tuned 3.5 Hz suspension with lateral damping, isolated freestanding motor housing, and inverted bearing with double-helix oil pumping.",parsed,0.9,Official engineering digest mapped to GyroDec line.,Michell Gyro official page,https://www.michellaudio.com/michell-gyro-reference-turntable,official_website,official,
45,Micro Seiki,SX-8000 II,summary,"Vacuum-equipped air-bearing flagship turntable system developed to pursue high-inertia, high-dimensional analogue playback with floating platter support and vibration isolation.",parsed,0.9,Summarized from translated original-manual text.,Micro Seiki SX-8000 Mk II operating manual translated mirror,https://micro-seiki.nl/database/db-start_html_files/SX8000II%20Japanese%20translated.pdf,official_manual,official,/Users/mamsterla/Downloads/sx8000ii-japanese-translated-master-v2.md
46,Micro Seiki,SX-8000 II,technical,"The translated manual describes an air-bearing platter with vacuum disc adsorption system, pole-frequency-generator servo DC motor with belt upper drive, separate power box and air pump, 33/45 RPM operation with 78 RPM pulley-position method, and dedicated BA-600 air-suspended audio base.",parsed,0.88,Summarized from translated original-manual text.,Micro Seiki SX-8000 Mk II operating manual translated mirror,https://micro-seiki.nl/database/db-start_html_files/SX8000II%20Japanese%20translated.pdf,official_manual,official,/Users/mamsterla/Downloads/sx8000ii-japanese-translated-master-v2.md
57,Nottingham Analogue,Space Deck,summary,"Space Deck is represented from an original Nottingham Analogue Studio dealer manual covering setup, arm geometry, plinth behavior, maintenance, and model-specific Space Deck instructions.",parsed,0.9,Official-manual mirror summary.,Nottingham Analogue Space Deck dealer manual mirror,https://www.manualslib.com/manual/3864610/Nottingham-Analogue-Studio-Space-Deck.html,official_manual,official,
58,Nottingham Analogue,Space Deck,technical,"The mirrored dealer manual lists Space Deck setup specifications, arm-center-to-spindle distances, model-specific assembly instructions, supplied plinth guidance, maintenance procedures for belt and oil, and general specifications including an 18 x 14.25 x 8 inch Space Deck footprint.",parsed,0.89,Official-manual mirror technical digest.,Nottingham Analogue Space Deck dealer manual mirror,https://www.manualslib.com/manual/3864610/Nottingham-Analogue-Studio-Space-Deck.html,official_manual,official,
11,Oracle,Delphi MKVI,summary,"Suspended high-end belt-drive turntable using Oracle’s floating sub-chassis architecture, tripedal suspension, record clamp system, and precision micro-vibration control design.",parsed,0.95,Official product summary.,Oracle Delphi MkVI Second Generation official page,https://www.oracle-audio.com/delphi-mkvi-second-generation,official_website,official,
12,Oracle,Delphi MKVI,engineering,"Oracle specifies a 4 kg platter, six-point bearing system, AC synchronous motor, Micro Vibration Stabilizer System, and suspended aluminium/magnesium sub-chassis with acrylic plinth.",parsed,0.95,Official engineering digest.,Oracle Delphi MkVI Second Generation official page,https://www.oracle-audio.com/delphi-mkvi-second-generation,official_website,official,
21,Pear Audio,Kid Thomas,summary,"Pear Audio presents Kid Thomas as part of its Tom Fletcher-derived turntable line, offered in natural wood or satin black finishes and positioned as a pursuit of the ultimate turntable.",parsed,0.9,Official page summary.,Pear Audio Kid Thomas official page,https://pearaudio-analogue.com/kid-thomas/,official_website,official,
22,Pear Audio,Kid Thomas,design_philosophy,"Pear Audio says its turntables follow a materials-first design philosophy, focusing on how combined materials maintain the proper phase of energy throughout the system, with even bearing oil developed specifically for Pear Audio Analogue.",parsed,0.89,Official philosophy text compressed from page copy.,Pear Audio Kid Thomas official page,https://pearaudio-analogue.com/kid-thomas/,official_website,official,
53,Pioneer,PLX-1000,summary,"Professional direct-drive turntable built for booth use, combining high torque, stable rotation, multi-pitch control, and heavy anti-resonance construction.",parsed,0.97,Official product summary.,Pioneer DJ PLX-1000 official page,https://www.pioneerdj.com/en/product/dj-players-turntables/plx-1000/,official_website,official,
54,Pioneer,PLX-1000,technical,"Pioneer states the PLX-1000 reaches 33⅓ rpm in 0.3 seconds with starting torque of 4.5 kg/cm or more, uses a heavy die-cast zinc chassis with thick resin and damping layers, rubber-insulated tonearm, and tempo ranges of ±8%, ±16%, and ±50%.",parsed,0.96,Official technical digest.,Pioneer DJ PLX-1000 official page,https://www.pioneerdj.com/en/product/dj-players-turntables/plx-1000/,official_website,official,
67,Pro-Ject,Debut PRO S Balanced,summary,"Modern belt-drive turntable with true balanced mini XLR output, 10-inch S-shape tonearm, manual controls, and matte-black PRO-series design.",parsed,0.97,Official product summary.,Pro-Ject Debut PRO S Balanced official page,https://www.project-audio.com/en/product/debut-pro-s-balanced/,official_website,official,
68,Pro-Ject,Debut PRO S Balanced,technical,"Pro-Ject lists electronic 33/45/78 speed control, die-cast aluminium platter with TPE damping, high-precision stainless-steel bearing in bronze bushing, fully adjustable azimuth and VTA, 10-inch aluminium tonearm with SME connector, and 7 kg net weight.",parsed,0.97,Official technical digest.,Pro-Ject Debut PRO S Balanced official page,https://www.project-audio.com/en/product/debut-pro-s-balanced/,official_website,official,
13,Pro-Ject,Xtension 12 Evolution,summary,"Flagship Pro-Ject turntable with 12-inch EVO tonearm, heavyweight belt-drive platform, magnetic decoupling feet, and push-button 33/45/78 speed control.",parsed,0.96,Official product summary.,Pro-Ject Xtension 12 Evolution official page,https://www.project-audio.com/en/product/xtension-12-evolution/,official_website,official,
14,Pro-Ject,Xtension 12 Evolution,construction,"Pro-Ject highlights an aluminium platter with internal TPE damping and vinyl top layer, inverted ceramic ball bearing with magnetic support, and an MDF chassis loaded with steel pellets to add mass without alloy ringing.",parsed,0.95,Official construction digest.,Pro-Ject Xtension 12 Evolution official page,https://www.project-audio.com/en/product/xtension-12-evolution/,official_website,official,
1,Rega,Planar 10,summary,"Ultra-light skeletal turntable inspired by the Naiad, built around a Tancast 8 foam-core plinth with ceramic bracing, ceramic oxide platter, RB3000 tonearm, and dedicated P10 PSU.",parsed,0.96,Official feature summary.,Rega Planar 10 Turntable,https://www.rega.co.uk/products/planar-10,official_website,official,
2,Rega,Planar 10,key_features,"Key official features include a ceramic oxide diamond-cut platter, double-brace plinth architecture, low-noise 24 V synchronous motor, EBLT drive belt, and outboard electronic speed-control PSU.",parsed,0.95,Official key-features digest.,Rega Planar 10 Turntable,https://www.rega.co.uk/products/planar-10,official_website,official,
63,Rega,Planar 8,summary,"Naiad-inspired lightweight skeletal turntable supplied with RB880 tonearm and Neo PSU, engineered to extract maximum detail from vinyl with minimal mass and high rigidity.",parsed,0.97,Official product summary.,Rega Planar 8 official page,https://www.rega.co.uk/products/planar-8,official_website,official,
64,Rega,Planar 8,technical,"Rega highlights a Tancast 8 foam-core plinth, phenolic double-brace structure, triple-layer glass platter, low-mass central bearing, 24 V low-noise synchronous motor, Reference EBLT belt, and Neo PSU with DSP-based speed control.",parsed,0.97,Official technical digest.,Rega Planar 8 official page,https://www.rega.co.uk/products/planar-8,official_website,official,
73,SME,Model 15,summary,"Compact suspended precision turntable inspired by the Model 20, using high-density construction, fluid damping, and advanced drive electronics to deliver dynamic, low-colouration playback.",parsed,0.97,Official product summary.,SME Model 15 official page,https://sme.co.uk/product/model-15-2/,official_website,official,
74,SME,Model 15,technical,"SME specifies CNC-machined aluminium chassis and sub-chassis, 30 suspension rings, central fluid damper, 4.6 kg aluminium platter, bi-phase AC synchronous motor, DSP speed control with ±0.01% fine pitch, and 18.73 kg turntable weight.",parsed,0.97,Official technical digest.,SME Model 15 official page,https://sme.co.uk/product/model-15-2/,official_website,official,
47,SME,Model 20/3,summary,"Compact suspended precision turntable from SME’s Model 20 family, engineered with high-density construction, extensional damping, fluid-damped suspended sub-chassis, and advanced speed-control architecture.",parsed,0.9,Official Model 20 family summary mapped to seeded 20/3 target.,SME Model 20 official page,https://sme.co.uk/product/model-20/,official_website,official,
48,SME,Model 20/3,technical,"SME specifies a 26 kg turntable with suspended suspension system, central fluid damper, 6.5 kg aluminium platter, custom bi-phase AC synchronous motor, DSP-generated sine-wave speed control, independent mains power unit, and 33.33/45 RPM operation with ±0.01% fine pitch adjustment.",parsed,0.91,Official technical digest mapped to Model 20 family.,SME Model 20 official page,https://sme.co.uk/product/model-20/,official_website,official,
55,Sony,PS-LX310BT,summary,"Bluetooth-enabled Sony turntable designed for simple vinyl playback, with built-in phono EQ, support for wireless listening, and two-speed operation.",parsed,0.96,Official product summary.,Sony PS-LX310BT official page,https://electronics.sony.com/audio/audio-components/turntables/p/pslx310bt,official_website,official,
56,Sony,PS-LX310BT,usability,"Sony highlights stable Bluetooth connectivity, direct built-in output connection to a sound system, built-in phono equalizer, and 33⅓ / 45 RPM playback with easy setup and straightforward controls.",parsed,0.95,Official usability digest.,Sony PS-LX310BT official page,https://electronics.sony.com/audio/audio-components/turntables/p/pslx310bt,official_website,official,
33,TW-Acustic,Raven LS,summary,"2020 mass-loaded high-end turntable designed to fit a standard hi-fi rack while supporting up to four tonearms, with motor control integrated into a solid aluminium plinth.",parsed,0.96,Official product summary.,TW Acustic Raven LS official page,https://www.tw-acustic.com/en/turntables/raven-ls,official_website,official,
34,TW-Acustic,Raven LS,technical,"TW Acustic says the Raven LS uses a plinth milled from a single piece of aluminum, modified Pabst motor positioned close to the platter, and bearing architecture shared with larger models. Official dimensions are 460 mm wide, 410 mm deep without auxiliary motor, and 175 mm high to platter top.",parsed,0.95,Official technical digest.,TW Acustic Raven LS official page,https://www.tw-acustic.com/en/turntables/raven-ls,official_website,official,
3,Technics,SL-1200G,summary,"Modern reference direct-drive turntable using a coreless direct-drive motor, advanced motor control, three-layer platter construction, factory balance adjustment, and a high-sensitivity magnesium tonearm.",parsed,0.96,Official feature summary for SL-1200G series.,Technics SL-1200G-S official page,https://us.technics.com/products/direct-drive-turntable-system-sl-1200g-s,official_website,official,
4,Technics,SL-1200G,drive_system,Technics positions the SL-1200G as a no-cogging coreless direct-drive design with high starting torque and high-speed stability.,parsed,0.95,Official drive-system digest.,Technics SL-1200G-S official page,https://us.technics.com/products/direct-drive-turntable-system-sl-1200g-s,official_website,official,
59,Technics,SP-10R,summary,"Reference-class direct-drive turntable system with coreless motor, heavyweight platter, and separate control unit to isolate noise from the main unit.",parsed,0.97,Official product summary.,Technics SP-10R official page,https://www.technics.com/uk/products/reference-class/turntables/sp-10r.html,official_website,official,
60,Technics,SP-10R,technical,"Technics specifies a double-coil twin-rotor coreless direct-drive motor, 7.9 kg brass-and-aluminium platter, 33⅓/45/78 RPM support, wow and flutter of 0.015% WRMS, and ±16% speed adjustment with OLED display to two decimal places.",parsed,0.97,Official technical digest.,Technics SP-10R official page,https://www.technics.com/uk/products/reference-class/turntables/sp-10r.html,official_website,official,
5,Thorens,TD 124 DD,summary,"Modern revival of the classic TD 124, combining a redesigned direct-drive platform with height-adjustable aluminium chassis, TP 124 tonearm, external power supply, and balanced plus unbalanced outputs.",parsed,0.96,Official feature summary.,Thorens TD 124 DD official page,https://www.thorens.com/en/products/thorens-td-124-dd.html,official_website,official,
6,Thorens,TD 124 DD,heritage,"Thorens presents the TD 124 DD as a direct-drive reinterpretation of the original 1957 TD 124, preserving the purist design concept while replacing the idler-and-belt system with a high-precision direct drive.",parsed,0.95,Official lineage summary.,Thorens TD 124 DD official page,https://www.thorens.com/en/products/thorens-td-124-dd.html,official_website,official,
61,Thorens,TD 1600,summary,"Modern Thorens subchassis turntable that blends classic 160-series design with updated engineering, including a wooden plinth, two-part platter, inner belt, and acrylic dust cover.",parsed,0.95,Official product summary.,Thorens TD 1600 official page,https://www.thorens.com/en/products/thorens-td-1600.html,official_website,official,
62,Thorens,TD 1600,suspension,"Thorens says the TD 1600 uses conical springs mounted on the bottom, a tensioned steel thread to prevent subchassis staggering while allowing only vertical movement, and a powerful control unit for motor speed.",parsed,0.95,Official suspension digest.,Thorens TD 1600 official page,https://www.thorens.com/en/products/thorens-td-1600.html,official_website,official,
65,VPI,Avenger,summary,"High-end VPI turntable with tripod-style chassis architecture, up to three tonearm positions, and a heavy aluminium platter on a layered acrylic-and-aluminium platform.",parsed,0.96,Official product summary.,VPI Avenger official page,https://www.vpiindustries.com/avenger,official_website,official,
66,VPI,Avenger,technical,"VPI specifies a three-layer bonded acrylic/aluminium/acrylic chassis with damping material, 25 lb 12-inch aluminium platter, 300 RPM 24-pole AC synchronous motor, support for up to three tonearms, wow and flutter of 0.03%, and rumble 82 dB down.",parsed,0.96,Official technical digest.,VPI Avenger official page,https://www.vpiindustries.com/avenger,official_website,official,
17,VPI,Prime 21,summary,"Prime 21 updates the VPI Prime platform with refined details, 10-inch 3D-printed gimbal tonearm, 20 lb aluminium platter, and MDF-plus-steel chassis construction.",parsed,0.96,Official product summary.,VPI Prime 21 official page,https://www.vpiindustries.com/prime21,official_website,official,
18,VPI,Prime 21,technical,"Official Prime 21 specifications include a JMW-10-3D tonearm, 12-inch 20 lb aluminium platter, 300 RPM motor, wow and flutter of 0.05%, and rumble 80 dB down.",parsed,0.95,Official technical digest.,VPI Prime 21 official page,https://www.vpiindustries.com/prime21,official_website,official,
35,Well Tempered Lab,Amadeus,summary,"Well Tempered Lab presents Amadeus as its original design platform, with the MK II version combining a dual-layer MDF plinth, acrylic platter, and Symmetrex tonearm configuration.",parsed,0.91,Official current-lineup summary mapped to Amadeus target.,Well Tempered Lab Amadeus MK II official page,https://www.welltemperedlab.net/products/amadeusmk2/,official_website,official,
36,Well Tempered Lab,Amadeus,engineering,"Official Amadeus MK II features include a zero-clearance platter bearing, servo-controlled motor with vibration-controlled mounting, 0.004-inch polyester thread belt, and silicone-damped golf-ball tonearm architecture.",parsed,0.92,Official specification digest.,Well Tempered Lab Amadeus MK II official page,https://www.welltemperedlab.net/products/amadeusmk2/,official_website,official,
15,Yamaha,GT-5000,summary,"Flagship Yamaha turntable that revives the GT heritage with a balanced signal path, short straight tonearm, heavy aluminium platter, and custom belt-drive mechanism.",parsed,0.96,Official product summary.,Yamaha GT-5000 official overview,https://usa.yamaha.com/products/audio_visual/hifi_components/gt-5000/index.html,official_website,official,
16,Yamaha,GT-5000,drive_system,"Yamaha describes the GT-5000 as a custom belt-drive design powered by a 24-pole, 2-phase AC synchronous motor, using a 5 kg aluminium platter and heavy-duty isolation feet.",parsed,0.95,Official drive-system digest.,Yamaha GT-5000 official overview,https://usa.yamaha.com/products/audio_visual/hifi_components/gt-5000/index.html,official_website,official,
